Periode,Kode Item,Nama Item,Satuan Standar,Aktual,Lag_1,Lag_2,Lag_3,Lag_6,Lag_12,Rolling_Mean_3,Rolling_Max_3,Rolling_Min_3,Rolling_Mean_6,Rolling_Mean_12,Prediksi_SMA,Prediksi_Decision_Tree,Error_SMA,Error_Decision_Tree,Error_Persen_SMA,Error_Persen_Decision_Tree
2025-07,4610-1924,"Centrifuge Tube, PP material, conical bottom, Vol.15ml/17x120mm, BLUE printed graduation from 1.5ml to 15ml/graduation interval 0.5ml. Screw cap leakage-proof, GREY color. DNase-free, RNase-free, Non-Pyrogen, Assembled, E.O. sterile, individual flow-pack, 50pcs/box",CARTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052818991097923,0.0,5.052818991097923,,
2025-07,5,CC SPUIT 5 CC,BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052818991097923,0.0,5.052818991097923,,
2025-07,615,Paracetamol 500 mg Kaplet,TAB,100100.0,400.0,0.0,0.0,0.0,0.0,133.33333333333334,400.0,0.0,66.66666666666667,33.333333333333336,133.33333333333334,285.64285714285717,99966.66666666667,99814.35714285714,99.86679986679987,99.71464250035679
2025-07,AKHL,70% 1L ALKOHOL 70% 1 LITER,BTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052818991097923,0.0,5.052818991097923,,
2025-07,AMD,5mg Amlodipine 5mg,BOX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0,5.052818991097923,1.0,4.052818991097923,100.0,405.28189910979233
2025-07,AS,ALKOHOL SWAB,BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052818991097923,0.0,5.052818991097923,,
2025-07,ASWAG60,Ashwagandha+ 60 Kapsul,BTL,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052818991097923,10.0,4.947181008902077,100.0,49.47181008902077
2025-07,ATM-RTA,ALTAMED COVID-19 RAPID TEST KIT ANTIGEN @25 PCS,BOX,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,5.052818991097923,0.0,5.052818991097923,,
2025-07,BISPRO2.5,Bisoprolol Tab 2.5mg Bernofarm,TAB,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052818991097923,3000.0,2994.947181008902,100.0,99.83157270029673
2025-07,CEFIX100,Cefixime Trihydrate 100mg Tss Bernofarm,BOX,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.5,0.25,1.0,5.052818991097923,1.0,5.052818991097923,,
2025-07,CIFLX,Tab CIPROFLOXACIN TAB,BOX,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052818991097923,2.0,3.052818991097923,100.0,152.64094955489617
2025-07,DEXAMETHMUL,Dexametasone 0.5 '200tab,BOX,2.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.1666666666666666,0.0833333333333333,0.3333333333333333,5.052818991097923,1.6666666666666667,3.052818991097923,83.33333333333334,152.64094955489617
2025-07,DOMPS,Domperidone 5mg/5ml Syr Bernofarm,BTL,35.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.5,2.0,5.052818991097923,33.0,29.947181008902078,94.28571428571428,85.5633743111488
2025-07,IV,20G IV CHATETER NO 20G,PCS,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,8.333333333333334,0.0,5.052818991097923,10.0,4.947181008902077,100.0,49.47181008902077
2025-07,IV,22G IV CHATETER NO 22G,PCS,0.0,10.0,0.0,0.0,50.0,0.0,3.333333333333333,10.0,0.0,18.33333333333333,9.166666666666666,3.333333333333333,5.052818991097923,3.333333333333333,5.052818991097923,,
2025-07,IV,24G IV CHATETER NO 24G,PCS,10.0,0.0,10.0,0.0,50.0,0.0,3.333333333333333,10.0,0.0,10.0,9.166666666666666,3.333333333333333,5.052818991097923,6.666666666666667,4.947181008902077,66.66666666666667,49.47181008902077
2025-07,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,PAK,20.0,0.0,100.0,50.0,0.0,70.0,50.0,100.0,0.0,35.0,42.91666666666666,50.0,68.6046511627907,30.0,48.6046511627907,150.0,243.0232558139535
2025-07,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),PAK,25.0,14.0,10.0,0.0,15.0,0.0,8.0,14.0,0.0,13.166666666666666,10.75,8.0,5.052818991097923,17.0,19.947181008902078,68.0,79.78872403560831
2025-07,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",PAK,70.0,20.0,50.0,90.0,20.0,80.0,53.333333333333336,90.0,20.0,41.66666666666666,51.25,53.333333333333336,5.052818991097923,16.666666666666664,64.94718100890208,23.809523809523807,92.7816871555744
2025-07,KLX-R,Kassa Lipat X-Ray 10cm x 10cm,PAK,0.0,0.0,20.0,0.0,0.0,30.0,6.666666666666667,20.0,0.0,3.333333333333333,9.166666666666666,6.666666666666667,5.052818991097923,6.666666666666667,5.052818991097923,,
2025-07,LEVOTAB,LEVOPAR TAB,BOX,50.0,30.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,8.333333333333334,9.166666666666666,10.0,5.052818991097923,40.0,44.94718100890208,80.0,89.89436201780416
2025-07,LEVXC500-INF,Levofloxacin Infus 500MG/100ML,BTL,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052818991097923,40.0,34.94718100890208,100.0,87.3679525222552
2025-07,LGN-RTA,LUNGENE COVID-19 ANTIGEN RAPID TEST,BOX,0.0,0.0,20.0,0.0,20.0,0.0,6.666666666666667,20.0,0.0,6.666666666666667,6.666666666666667,6.666666666666667,5.052818991097923,6.666666666666667,5.052818991097923,,
2025-07,MASFP-6.5,SURGICAL GLOVE STERILE FREE POWDER 6.5 MAS,PCS,0.0,0.0,0.0,800.0,300.0,0.0,266.6666666666667,800.0,0.0,333.3333333333333,166.66666666666666,266.6666666666667,5.052818991097923,266.6666666666667,5.052818991097923,,
2025-07,MASFP-7,SURGICAL GLOVE STERILE FREE POWDER 7 MAS,PCS,0.0,0.0,0.0,800.0,300.0,0.0,266.6666666666667,800.0,0.0,333.3333333333333,166.66666666666666,266.6666666666667,5.052818991097923,266.6666666666667,5.052818991097923,,
