Kode Item,Nama Item,Satuan,Jumlah,Total Item
DULCLT,DULCOLAX TAB,TAB,80,237170.0
DULCOL,DULCOLAX 5 MG SUPP,SUPP,20,714000.0
DXTMP,DEXTEEM PLUS,BOX,1,49549.55
EDTA-K3,MONOTES Vacuum Tube EDTA K3 PET Tube 3ML (13X75MM) Purple,BOX,6,1160810.79
EGT,EMERGENCY TROLLEY,UNIT,3,19617117.15
EL,RC-5+ ELITECH RC-5+ PDF TEMPERATURE DATA LOGGER,UNIT,1,616231.53
ELABD4,"ELASTIS BANDAGE 4inc (10cm x 4,5m)",BOX,8,158558.56
EMBER30,EMBER PLASTIK 30 LITER,PCS,10,765770.0
ENABTICR,ENBATIK CREAM,TUBE,20,247800.0
EPER50,Eperison HCL 50mg Tab,BOX,20,2618000.0
EPH-INJ,Ephedrin Injeksi,AMPUL,19,855000.0
EPINEPINJ,Ephineprin Inj,BOX,10,152800.0
EPSN-L121,PRINTER EPSON L121,UNIT,6,14160676.5
EPSN-L3210,PRINTER EPSON L3210,UNIT,2,6756758.0
ERDOS,Erdosteine 175 mg/5ml Syrup Kering Bernofarm,BTL,40,966018.0
ERIC10,Ericaf 10mg Tab,TAB,600,6240000.0
ERLAM-SALEP,Erlamycetin Salep Mata Steril Mata,TUBE,8,80000.0
ERLAM-TETES,Erlamycetin Tetes Mata Mata,BTL,8,108499.98999999999
ERLATTSTG,Erlamycetin Tetes Telinga,BTL,23,395499.99
ETORC60,Etoricoxib 60mg Nulab,TAB,300,1440000.0
FARI60ML,FARIZOL 60 ML,BTL,50,744500.0
FC16,FOLEY CHATETER NO 16,PCS,90,1574098.6
FC18,FOLEY CHATETER NO 18,PCS,120,1802251.8
FCGT,FRESH CARE GREEN TEA,PCS,24,341058.6
FCL,FRESH CARE LAVENDER,PCS,48,639226.8
FCL-LV5L,FLOOR CLEANER LAVENDER 5L,DRIGEN,14,1470000.0
FCQ-AG,FastClear Q Covid-19 Ag Nasal,BOX,102,122400000.0
FCSF,FRESH CARE SPLASH FRUITY,PCS,24,341058.6
FCSMH,FRESH CARE SMASH,PCS,120,1705293.0
FD-AD51D,FETAL DOPPLER ONEHEALTH,UNIT,2,3146000.0
FD-BF600,FETAL DOPPLER BESTMAN BF600+,UNIT,1,3850000.0
FLC1,Folic Acid 1mg Box 10 Stp@10 Tab (Triman),BOX,200,2738700.0
FLC5,Folic Acid 5mg Box 10 Stp@10 Kap (DIPA),BOX,2,437500.0
FLUCADEXSYR,FLUCADEX 60 ML UP,BTL,24,296214.6
FLUNZ5,Flunarizine 5 mg Tab,BOX,7,975100.0
FOLICACID400,FOLIC ACID 400 MCG,TAB,100,48100.0
FOMILG,FOLAMIL GENIO,BOX,12,1710000.0
FRBI,Farbivent Inj,AMPUL,30,735000.0
FRZ-M,"Feroze Latex Free Powder ""M""",BOX,300,23184000.0
FRZT-SENSI,FREEZE TAG SUHU SENSITECH,UNIT,1,530060.36
FT2-20,"FILTER TIPS 2-20µl STERILE, 10 RAKS OF 96 TIP",BOX,1,3153153.15
FT2-200,"FILTER TIPS 2-200µl STERILE, 10 RAKS OF 96 TIPS",BOX,1,3153153.15
FUROS-INJ,Furosemid Injeksi,AMPUL,60,549000.0
FUROS-TAB,Furosemid Tab,TAB,1000,950000.0
G-USG250,GEL USG 250 ML,BTL,10,320000.0
GAYUNG,GAYUNG,PCS,13,187387.2
GBP300,GABAPENTIN 300 MG,BOX,50,2100000.0
GBP300,GABAPENTIN 300 MG,TAB,600,386400.0
GBPD300,Gabapentin 300 mg - Dexa,TAB,1370,1010280.0
GBUS,GEMBOK UK SEDANG,BUAH,4,200000.0
GCHB-001,HEMOGLOBIN TEST METER EASY TOUCH,UNIT,2,851351.34
GCL-5L,GLASS CLEANER 5L,DRIGEN,5,322500.0
GD-BD100,REAGENT GLORY BILIRUBIN (Direct),BTL,1,611711.71
GD-BT200,REAGENT GLORY BILIRUBIN (Total),BTL,1,737837.84
GD-TG100,REAGENT GLORY TRIGLYCERIDES,BTL,1,1463063.07
GD-UR100,REAGENT GLORY UREA,BTL,1,963071.0
GEL-EKG,ULTRASOUND GEL EKG 250 ML,BUAH,36,720864.0
GENOSM,Genoint Salep Mata,TUBE,1,18500.0
GGYPS-EONE,Gergaji GYPS Electric Onemed,UNIT,1,5083784.0
GLIME2,Glimepiride 2 mg Dexa,TAB,500,388500.0
GLIMP1,GLIMEPIRIDE 1 MG,BOX,1,30302.7
GLIMP1,GLIMEPIRIDE 1 MG,TAB,500,192500.0
GLIMP2,Glimepiride 2 mg,BOX,10,456500.0
GLIMP4,Glimepiride 4 mg,BOX,30,3834000.0
GMFB300,GEMFIBROZILE 300MG,TAB,500,815000.0
GORDENVB,GORDEN VERTICAL BLIND,SET,26,14639638.0
GP-12000,US-3 GENSET PORTABLE BROTHERS BG 12000 US-3,UNIT,4,125207639.64
GSF-G533,Pel Mop Spin GSF-G533,BUAH,2,257000.0
GTMC-SKKF,Gentamicin Cream SK - KF,BOX,2,125800.0
GTMC-SKKF,Gentamicin Cream SK - KF,TUBE,1300,10304500.0
GUAI100,Guaifenesin 100mg NOVA,TAB,26000,14343000.0
GUAI100-TRIFA,GUAIFENESIN 100MG - TRIFA,BOX,2,45045.04
GV,SET GV,SET,7,2522522.52
H2O2,H2O2,BTL,15,393750.0
HAEMO,SET HAEMOCYTOMETER SET,PCS,1,587387.38
HCG,SET HECTING,SET,9,12252251.34
HEM-7120,TENSI DIGITAL OMRON HEM 7120,UNIT,1,542173.0
HEM-7142T1,AUTOMATIC BLOOD PRESSURE MONITOR,UNIT,4,3603603.6
HEM-7156TA,TENSIMETER OMRON HEM-7156TA,UNIT,5,11486489.0
HEM-8712,TENSI DIGITAL OMRON HEM 8712,UNIT,2,1621621.6
HEM-RML31,MANSET OMRON HEM-RML31,BOX,3,486486.48
HISTG,HISTIGO TAB,BOX,1,30000.0
HS-HC,60 ML HAPPY CARE HAND SANITIZER 60 ML,BTL,5000,30380000.0
HS-S5L,HAND SOAP STRAWBERRY DAYDREAM 5L,DRIGEN,10,1000000.0
HSN-NON-FG5L,PROKLEEN HAND SANITIZER NON FOOD GRADE 5L,DRIGEN,5,800000.0
HUFGS-K,Hufagrip Syrup Flu & Batuk (Kuning),BTL,50,1235000.0
HYDRCS-CR,HYDROCORTISONE KF CREAM,TUBE,3,40540.53
HYOS20-BERNO,Hyoscine N Inj 20 mg/ml - Berno,BOX,20,1969000.0
IBPR,Tab Ibuprofen Tab,BOX,1,40500.0
IBPR400,Tab Ibuprofen 400mg Tab,BOX,11,435986.48
IBPR400,Tab Ibuprofen 400mg Tab,TAB,734,587200.0
IC-MASK,4 INCOM CARE SURGICAL MASK 4 PLY,BOX,40,2016216.0
IC-YP,90A INCUBATOR GEA 2 PINTU YP-90A,UNIT,3,127095000.0
ICARE-30,EKG ICARE 30,UNIT,4,67117117.13
ICM-LXL,INCOME LATEX L,BOX,5,585360.35
ICM-LXM,INCOME LATEX M,BOX,10,1170720.7
ICM-LXS,INCOME LATEX S,BOX,5,585360.35
IFSD,INFUS SET DEWASA,PCS,400,4468468.0
IFW,INFANT WARMER,UNIT,1,25225225.23
ILDI-S10,Iliadin Spray 10ml,BTL,50,5750000.0
ILDI-SA10,"Iliadin Spray Anak 0,025%",BTL,50,4650000.0
IMFORT,IMBOOST FORCE TAB,TAB,520,4386720.0
INCIDAL,INCIDAL TAB,TAB,320,1591296.0
INERSONCR,INERSON 15 GR,TUBE,10,964201.5
INNERPLAS5,INNER PLASTIK SAFETY BOX 5 L,PCS,200,0.0
INPS-100,INPEPSA 100,BTL,3,300000.0
INTRSC,SET INSTRUMENT SC,SET,2,18018018.02
IOP-XS,ION PLUS LATEX FREE POWDER ''XS'',BOX,30,1912500.0
IP,INFUS PUMP,UNIT,1,16216216.22
ISD-02,INFUS SET DEWASA,BOX,48,13124324.0
ISD-02,INFUS SET DEWASA,PCS,1000,14852000.0
ISDN,TAB ISDN TAB 10MG,BOX,20,700000.0
ISDN5,Isosorbit Dinitrate (ISDN) 5mg Tab,TAB,500,215000.0
ISOPORE,1/2 SURGICAL TAPE PLESTER ISOPORE 1/2 INC INC,BOX,6,823243.2
ISTD,INFUS SET TERUMO DEWASA,PCS,10,135975.0
ISTP,ISI STAPLES,BUAH,80,480000.0
IV,18G IV CHATETER NO 18G,PCS,300,2508732.0
IV,20G B IV CHATETER NO 20G Box @50,PCS,100,980000.0
IV,20G IV CHATETER NO 20G,PCS,240,1749894.4
IV,22G IV CHATETER NO 22G,PCS,780,5453646.4
IV,24G B IV CHATETER NO 24G Box @50,PCS,100,980000.0
IV,24G IV CHATETER NO 24G,PCS,660,4617062.0
IVB,22G IV CHATETER NO 22G Box @50,PCS,100,950000.0
IVC,22 IV CHATETER NO 22G,BOX,10,1441450.0
IVC,24 IV CHATETER NO 24G,BOX,10,1441450.0
IVC,26 IV CHATETER NO 26G,BOX,3,721500.0
JARD25,JARDIANCE 25 MG,BOX,2,1632000.0
JPN-600,OMRON AUTOMATIC BLOOD PRESSURE MONITOR,UNIT,2,4083737.48
JRMS25,Jarum Spinal 25,PCS,19,950000.0
KACASANDBLA,SANDBLAST KACA ST,SET,1,2196396.4
KAMLET,Kamper Toilet,PAK,65,1523625.0
KANEBO,KANEBO,PCS,42,996756.0
KCBW-58,KEMOCENG BENANG WARNA 58CM,BUAH,2,62000.0
KEKG12,KERTAS EKG 12 CHANEL 210mm*20mm,PAK,10,1408000.0
KEKG1230,KERTAS EKG 12 CHANEL 210mm*30m,PAK,44,7004000.0
KERPF100-BERNO,Ketoprofen 100mg Tab - Bernofarm,TAB,1500,1950000.0
KERPFINJ-BERNO,Ketoprofen Inj - Bernofarm,VIAL,1000,8500000.0
KERTRM-80*80,KERTAS TERMAL 80*80,ROL,50,1155000.0
KESET,RAJUT KAIN KESET RAJUT/ANYAM,PCS,30,520280.0
KETLAC,Tab Ketorolac Tab 10mg Bernofarm,BOX,2,65266.66
KETLAC,Tab Ketorolac Tab 10mg Bernofarm,TAB,540,507141.0
KETLAC10,- Inj Ketorolac 10mg/1ml Inj,AMPUL,800,5200000.0
KETLAC30,- Inj Ketorolac 30mg/1ml Inj,AMPUL,469,2760500.0
KETLAC30,- Inj Ketorolac 30mg/1ml Inj,BOX,50,2975000.0
KETLAC30-INJ,Ketorolac 30mg/1ml Inj,AMPUL,250,1269500.0
KETOCR,Ketoconazole Krim,TUBE,20,168980.0
KHDMI-1.5,KABEL HDMI (1.5M),BUAH,2,74000.0
KIT,INTUBASI KIT INTUBASI,UNIT,1,4263063.06
KIT-HANR500,KITARO HANDRUB 500ml,BTL,6,324324.3
KJO,KERANJANG OBAT,BUAH,6,84000.0
KK,KALKULATOR,BUAH,2,234000.0
KLP-10X10,Kassa Lipat Polos 10cm x 10cm,PAK,935,206167500.0
KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),PAK,409,196320000.0
"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",PAK,1185,172536000.0
KLX-R,Kassa Lipat X-Ray 10cm x 10cm,PAK,215,87929650.0
KLX-R5,Kassa Lipat X-Ray 5cm x 5cm,PAK,20,4800000.0
KPB,KERTAS PUYER BERLOGO,DUS,12,19639644.8
KPBP,KERTAS PUYER BERLOGO,DUS,1,3243243.2
KPLB,KANTONG PLASTIK BENING,PAK,10,125000.0
KPLB5,KANTONG PLASTIK BENING UK 5,PAK,20,306306.0
KPMB,KERTAS PERKAMEN BIASA,PAK,12,129732.0
KPSPMB-250,Kapas Putih / Kapas Pembalut Om 250 Gr,ROL,28,840000.0
KPVI-1L,KITARO POVIDONE IODINE 1 L,BTL,100,9909909.9
KR-SR-5L,KARBOL SEREH 5L,DRIGEN,12,684000.0
KRR,KURSI RODA,UNIT,2,1981981.98
KSG,80*40 KASA GULUNG 80*40,ROL,12,1081080.0
LA-H19SL,LEMARI ARSIP H19 SL,UNIT,1,0.0
LAB,T&J 121 LABEL TOM & JERRY NO. 121,PAK,5,47500.0
LABEL,OBAT LABEL ETIKET OBAT,PAK,130,6324318.0
LAMP,LAMPU OPERASI MINDRAY HyleD 760 OPERATION,UNIT,1,173018018.0
LANSO30,Lansoprazole 30 mg nufarindo,BOX,21,1685988.0
LARI1000MG,LARCE 1000 mg INJEKSI,AMPUL,5,105000.0
LASF20,LARUTAN ASAM SULFOSALISILAT 20%,BTL,1,283783.78
LBNK1.5,Lakban 1.5 inc Kuning,PCS,5,55000.0
LBNM1.5,Lakban 1.5 inc Merah,PCS,5,87500.0
LEVOTAB,LEVOPAR TAB,BOX,210,42000000.0
LEVXC500,Levofloxacin 500mg Tab - Berno,BOX,10,868000.0
LEVXC500,Levofloxacin 500mg Tab - Berno,TAB,1000,900000.0
LEVXC500-INF,Levofloxacin Infus 500MG/100ML,BTL,120,3864800.0
LGN-RTA,LUNGENE COVID-19 ANTIGEN RAPID TEST,BOX,100,31000000.0
LIDC2,- Inj Lidocain HCL Inj 2% 2ML - Berno,AMPUL,100,450000.0
LIDC2,- Inj Lidocain HCL Inj 2% 2ML - Berno,BOX,1,141550.0
LIDC2-INJ,Lidocain Hcl Inj 2% 2ML,AMPUL,300,407400.0
LISNOP10,LISINOPRIL 10MG DEXA,TAB,1000,840000.0
LISNOP5,LISINOPRIL 5MG DEXA,TAB,750,525000.0
LKP7.5X4.5,Leukoplast 1625H (7.5cm X 4.5M),ROL,25,1472973.0
LMA-3,Laryngeal Mask Airway (LMA) No. 3,PCS,38,8740000.0
LNP-ANAK,LARYNGOSKOP ANAK,UNIT,1,5540540.54
LNP-BAYI,LARYNGOSKOP BAYI,UNIT,1,2927927.0
LNP-DWS,LARYNGOSKOP DEWASA,UNIT,1,4639639.64
LOBBYDUS,LOBBY DUSTER 90 CM,PCS,10,1621621.0
LOPRM2,LOPERAMIDE 2MG TAB,BOX,2,39288.28
LORAT-TABTRFA,LORATADINE TAB - TRIFA,BOX,1,22522.52
LORAT-TABTRFA,LORATADINE TAB - TRIFA,TAB,300,195000.0
LORATD10,Loratadine 10mg Tab,TAB,800,312000.0
LPO-AV,LAMPU OPERASI,UNIT,1,54954954.95
LPT,LAMPU TINDAKAN,UNIT,1,765762.0
LS-100HD,AUTOCLAVE GEA LS-100HD,UNIT,2,105675675.66999999
LYS20M,LYSE 20 M,BTL,1,1329000.0
MAP-K,MAP KERTAS,PAK,30,2347200.0
MAPP-001,MAP SNLHECTER PLASTIK,PAK,10,640000.0
MASFP-6.5,SURGICAL GLOVE STERILE FREE POWDER 6.5 MAS,PCS,2000,28800000.0
MASFP-7,SURGICAL GLOVE STERILE FREE POWDER 7 MAS,PCS,2000,28800000.0
MASFP-7.5,SURGICAL GLOVE STERILE FREE POWDER 7.5 MAS,PCS,2000,28800000.0
MASFP-8,SURGICAL GLOVE STERILE FREE POWDER 8 MAS,PCS,200,2880000.0
MASKN95,MASKER N95 5 PLY,BOX,3,1044000.0
MDXS,140 MODEXA SPRAY 140,BTL,14,4495400.0
MECBN,- Inj Mecobalamin Inj - Berno,AMPUL,100,765900.0
MECBN,- Inj Mecobalamin Inj - Berno,BOX,20,2023000.0
MECBN-INJ,Mecobalamin Inj,AMPUL,100,765900.0
MEFEAC500,Mefenamat Acid 500mg Tab Triman,BOX,3,92027.03
MEFEAC500,Mefenamat Acid 500mg Tab Triman,TAB,2240,1401150.0
MEFEACB500,Mefenamat Acid 500mg Tab Bernofarm,TAB,1000,254150.0
MEFN-500,MEFINAL 500,BOX,1,187500.0
MELOX-7.5HJ,Meloxicam HJ 7.5mg,BOX,1,31531.53
MELOX15,Meloxicam 15mg - Berno,BOX,15,975000.0
MERSB5INJ-MERSI,Mersibion 5000 Inj Box 100 amp @ 3ml - Mersi,AMPUL,300,2940000.0
MERSIB,Inj Mersibion inj,BOX,1,75000.0
METF500,METFORMIN 500 mg Tab Bernofarm,BOX,50,1395000.0
METF500,METFORMIN 500 mg Tab Bernofarm,TAB,11900,2933945.0
METFT500,METFORMIN 500 mg Tab Bernofarm,TAB,4600,1134130.0
METHYL125,Inj METHYLPREDNISOLON 125MG INJ,BOX,74,2142374.7
METHYL125,Inj METHYLPREDNISOLON 125MG INJ,TAB,2700,904004.0
METHYL4,Methylprednisolon 4mg,BOX,30,979200.0
METHYL4,Methylprednisolon 4mg,TAB,500,250000.0
METHYL4D,Methylprednisolone 4 MG DEXA,BOX,2,45045.04
METHYL4D,Methylprednisolone 4 MG DEXA,TAB,500,435000.0
METHYL8,Methylprednisolon 8mg,BOX,10,472500.0
METHYLERGO1,METHYLERGOMETRINE MALEATE 0.125 MG 25,TAB,200,204000.0
METMZ,Inj Metamizol Sodium Monohydrate Inj 1000mg/2ml @100 amp Bernofarm,AMPUL,400,2167927.0
METR500,Metronidazole 500mg Tab,BOX,11,325500.0
METR500,Metronidazole 500mg Tab,TAB,1500,676490.0
METRDI500,Metronidazole Infus 500mg/100ml,BTL,510,9861600.0
METROBER100,METRONIDAZOLE INFUS 100ML BERNO,BTL,10,300000.0
MGSO20,MAGNESIUM SULFATE 20,AMPUL,20,518000.0
MGSO40,Magnesium Sulfate 40% 25ml,AMPUL,20,553600.0
MICROP,100- MICROPIPET ADJ 100-1000 10000,BOX,1,0.0
MICROP,5-50 MICROPIPET ADJ 5-50,BOX,1,0.0
MIXA,Mixalgin,BOX,1,53000.0
MJ-GYN,MEJA GYNECOLOGI,UNIT,1,9700000.0
MK-S7,SYRINGE PUMP S7 SMART WITH PROTECT FRAME,UNIT,1,12600000.0
MK-V7,INFUSION PUMP V7 SMART WITH PROTECT FRAME,UNIT,1,11200000.0
MK01-100,SINGLE HEAD STETHOSCOPE,PCS,100,2000000.0
MK01-104,DUAL HEAD STETHOSCOPE,PCS,100,2200000.0
MK04-115,ELECTROSURGICAL PENCIL MK04-115,PCS,2549,107590000.0
MK07-301,MEDICAL PEN TYPE FLASHLIGHTHS,PCS,15,255000.0
MK07-353,OTOSCOPE MK07-353,UNIT,5,1500000.0
MK08-500A,MEDCO BLOOD LANCET 100PCS/BOX,BOX,30,684000.0
MK08-503B,STERILE SAFETY LANCET MK08-503B,BOX,297,26813950.0
MK08-565,MASKER MULTI ONE PLUS 3PLY EARLOOP,BOX,835,19626134.0
MK09-135,NASAL OXYGEN CANNULA ADULT,PCS,900,4725000.0
MK09-231,LATEX FOLEY CATHETER 2-WAY FR16,PCS,249,3604050.0
MK09-231-2,LATEX FOLEY CATHETER 2-WAY FR18,PCS,10,230000.0
MKOA-NRM,Masker Oksigen Anak NRM,PCS,2,97710.0
MKOA-RM,Masker Oksigen Anak RM,PCS,2,97710.0
MKOD-NRM,Masker Oksigen Dewasa NRM,PCS,2,87710.0
MKOD-RM,Masker Oksigen Dewasa RM,PCS,2,97710.0
MKPB,MAP KANCING PLASTIK BIRU,PAK,35,5022500.0
MLXFLU,Molexflu Tab,BOX,1,101250.0
MND-,MASKER NEBULIZER DEWASA ONEHEALTH ONEHEALTH,PCS,20,899099.0
MND-CH,Masker Nebulizer Dewasa Chrona (L),PCS,500,12462500.0
MOLG,MOLAGIT TAB,BOX,1,85000.0
"MOMTS0,1","Mometasone Cream 0,1% 10gr",TUBE,10,161000.0
MOXCTAB,Amoxicillin 500mg Tab,TAB,1627,2019800.0
MRP,1 INC MICROPORE 1 INCH,BOX,100,21837838.0
MRP,"1"" MICROPORE 1 INCH",PCS,310,3765763.2
MRP,"1/2"" MICROPORE 1/2 INCH",PCS,400,1801880.0
MRSB5INJ-MERSI,Mersibion 5000 Inj Box 10 amp @ 3ml - Mersi,AMPUL,1700,14450000.0
MSK3-OMD,MASKER 3 PLY ONEMED,BOX,75,1726643.1
MSKE3-ALTM,Masker Earloop 3 Ply Altamed,BOX,37,740000.0
MSKE3-CH,Masker Earloop 3 Ply Chrona,BOX,400,13200000.0
MSQ,SET MASQUITO,SET,3,6756756.75
MTCLP5,Metoclopramide 5mg,TAB,2100,1357500.0
MTHYL8,METHYLPREDNISOLON 8MG BERNO,BOX,1,40540.54
MVA-C01,MAONO MULTIFUNCTIONAL VOICE AMPLIFIER C01,UNIT,1,1300000.0
MWR,MOUSE WIRELESS,BUAH,5,770000.0
MX,6.5 MAXTER NO. 6.5,BOX,8,1693696.0
MX,7 MAXTER NO. 7,BOX,8,1693696.0
MX,8 MAXTER NO. 8,BOX,8,1693696.0
MXLG,MIXALGIN TAB,BOX,1,58558.56
NACL1-BBR,NaCL 0.9% 100ml - BBR,BTL,150,2550000.0
NACL5,NaCL 0.9% 500ml,BTL,200,2240000.0
NATDIK5,Natrium Diklofenac 50mg phapros,BOX,4,89721.61
NC,NESCO COLESTEROL,BOX,5,675665.0
NC-ALTM,Nurse Cap Altamed,BOX,38,1520000.0
NC16,NELATON CHATETER NO 16,PCS,50,1306306.5
NC18,NELATON CHATETER NO 18,PCS,50,1306306.5
NCOA-,NASAL CANUL OXYGEN ANAK ONEHEALTH ONEHEALTH,PCS,10,67117.1
NECK,COLAR L NECK COLAR (CERVICAL COLLAR) L,PCS,2,682882.0
NECK,COLAR NECK COLAR (CERVICAL COLLAR) M M,PCS,2,589190.0
NEDDLE,26G NEDDLE NO 26G,BOX,3,448108.08
NEG-L,"NITRILE EXAMINATION GLOVES ""L""",BOX,50,6304054.0
NEG-M,"NITRILE EXAMINATION GLOVES ""M""",BOX,50,6304054.0
NEG-S,"NITRILE EXAMINATION GLOVES ""S""",BOX,50,6304054.0
NELLCOBDK,NELLCO BEDAK SALICYL 60GR,BTL,12,81363.0
NEUROBION,injek NEUROBION INJEKSI 5000,AMPUL,40,18251767.0
NEUROBIONFORTE,NEUROBION FORTE TAB 250MG,TAB,1000,6182700.0
NEUTAB,Neurosanbe Tablet,BOX,1,181250.0
NGT-16TRM,SELANG NGT 16 TERUMO,PCS,10,310000.0
"NHKLP-7,5X7,5","Nusa Husada Kassa Lipat Polos 7,5cm x 7,5cm",PAK,60,8736000.0
NHKLR-10X10,Nusa Husada Kassa Lipat X-Ray 10cm x 10cm,PAK,50,11025000.0
NHKLR-5X5,Nusa Husada Kassa Lipat X-Ray 5cm x 5cm,PAK,40,19200000.0
NHWC-211,Disposable Single Heated Wire Breathing Circuit Neonatal w/Chamber NHWC-211,PCS,3,4312500.0
NICRP10,- Inj Nicardipine Inj 10mg,BOX,15,4788000.0
NICRP10-INJ,Nicardipine Inj 10mg,AMPUL,9,180090.0
NKS,16X16 KASSA STERIL 16X16,PAK,2060,14617120.0
NKS,16X16 KASSA STERIL 16X16,PCS,1000,2702700.0
NKSLM,10X10 KASSA STERIL LIMATUEL 10 x 10,BOX,1,238888.0
NKST,16X16 KASSA STERIL 16X16,BOX,16,107580.0
NKST,16X16 KASSA STERIL 16X16,PAK,115,1150000.0
NM-USGG5L,NAM MEDICAL ULTRASOUND GEL 5,DRIGEN,21,3360000.0
NOC-AO,NASAL OXYGEN CANNULA ADULT ONEMED,PCS,100,1600000.0
NORPN-INJ,Norephineprine Injeksi,AMPUL,26,910000.0
NOVCH300,NOVACHLOR 300 MG,TAB,300,241200.0
NTG,INJ 10 NTG INJ 10 MG,BOX,10,4875000.0
NYSD-BERNO,Nystatin Drop - Berno,BOX,2,328500.0
OB,MEJA MAYO/ OVER BED,UNIT,61,87927927.84
OBG,OBJEK GLASS,BOX,5,83333.3
OBHIKA,OBH IKA 100ml,BTL,500,12500000.0
OM,ODNER MAP,BUAH,62,3699900.0
OME40MGINJ,OMEPRAZOLE SODIUM MONOHYDRATE 40mg SERBUK INJ,BOX,60,9990000.0
OME40MGINJ,OMEPRAZOLE SODIUM MONOHYDRATE 40mg SERBUK INJ,VIAL,2050,41014800.0
OME40MGINJ-,OMEPRAZOLE SODIUM MONOHYDRATE 40mg BERNO SERBUK INJ - BERNO,VIAL,10,650000.0
OMEPZ-,Omeprazole 20mg Errita 20ERRITA,BOX,5,70000.0
OMZIFARS,OMEPRAZOLE IFARS,TAB,500,784500.0
ONDAN-INJ,Ondansetron injek,BOX,2,80000.0
ONDAN4,- Inj Ondansetron 4mg Injeksi,AMPUL,1119,3874400.0
ONDAN4,- Inj Ondansetron 4mg Injeksi,BOX,5,151800.0
ONDAN4-INJ,Ondansetron 4mg Injek,AMPUL,500,760500.0
ONDAN8,- Inj Ondansetron 8mg Injeksi,AMPUL,500,2306500.0
ONDAN8-INJ,Ondansetron 8mg Injek,AMPUL,500,2306500.0
ONDC4,Ondancetron HCl Dihydrate 4 mg Kaplet Salut Selaput,TAB,1700,2388488.0
ONEMED,APRON ONE ISI 10 PCS,BOX,10,248423.4
ONEMED-,"Catgut Chromic Uk. 2/0, HR-27, Tapper 75cm Catgut2",PCS,1,73500.0
ONEMED-CATGUT,"Catgut Chromic Uk. 2/0, HR-27, Tapper 75cm 2",BOX,12,1458378.36
ONEMED-CATGUT,"Catgut Chromic Uk. 3/0, HR-27, Tapper 75cm 3",PCS,40,1742630.6
ONEMED50,APRON ONE Box 50'S,PCS,1750,52500000.0
ORALT,ORALIT,BOX,2,298600.0
OTO-L,OTORO LATEX FREE POWDER ''L'',BOX,3890,252683174.8
OTO-M,OTORO LATEX FREE POWDER ''M'',BOX,9292,605822304.9
OTR-S,OTORO LATEX FREE POWDER ''S'',BOX,11840,774050506.3
OTR-XS,OTORO LATEX FREE POWDER ''XS'',BOX,20,1275000.0
OTRP-L,OTORO LATEX POWDER ''L'',BOX,40,2482000.0
OTRP-M,OTORO LATEX POWDER ''M'',BOX,140,8687000.0
OTRP-S,OTORO LATEX POWDER ''S'',BOX,220,13651000.0
OXYINJ,OXYTOXIN INJ,AMPUL,20,293400.0
P25,PENSIL 2B Stadler,PAK,2,158000.0
PARTS-T,PARATUSIN TAB,BOX,1,252252.25
PB5KG,PLASTIK BENING UK 5kg,PAK,5,115000.0
PBSHLAS,Pembersih Lantai Aroma Sereh,PCS,15,878377.5
PC,1.5 PCR 1.5 ONEMED,PAK,2,162198.0
PC,"RKT15321 PC RAKITAN CORE I5 RAM 32GB, SSD 1TB",UNIT,4,54054056.0
PC-5L,PORCELAIN CLEANER 5L,DRIGEN,5,410000.0
PCT-INFUS,Paracetamol 1 G/100ml Infus TD,BOX,1160,26143200.0
PCT120-60,Paracetamol 120 mg/60 ml Syr Bernofarm,BTL,250,985044.0
PE,H 40x60x05 PE HITAM K 40 X 60 X 05,KG,30,1054050.0
PE,H 90x120x05 PE HITAM K 90 X 120 X 05,KG,40,1405400.0
PE,H PE HITAM K 100 X 120 X 05 100X120X5 No TraPnEs aHksi Tanggal Kode Pel. Nama Pelanggan Alamat 100X120X5,KG,10,288288.3
PE,K 40x60x05 PE KUNING 40 X 60 X 05,KG,30,864840.0
PE,K 60X100X5 PE KUNING 60 X 100 X 05,KG,5,430405.4
PEL-N703,PEL NAGOYA LARGE 703,BUAH,1,37000.0
PELLAN,PEL LANTAI GAGANG,PCS,10,423423.0
PEMPOR,PEMBERSIH PORSELEN,BOX,15,905404.5
PEMUTIHPAKAI,Pemutih Pakaian AN,PCS,5,395219.0
PENGKI,Pengki,PCS,14,393216.0
PENLIGHT,PENLIGHT DELUXE ABN,PCS,2,900900.9
PEWARNA,PEWARNA GRAM GRAM,BTL,1,269369.36
PEWARNA,ZN PEWARNA ZIEHL NEELSEN,BTL,3,391891.89
PG-30,PENGGARIS 30CM,BUAH,12,62400.0
PGR-GAP,PENGHARUM RUANGAN GANTUNG APEL,PCS,15,285000.0
PGR-GJER,PENGHARUM RUANGAN GANTUNG JERUK,PCS,15,285000.0
PGR-GLAV,PENGHARUM RUANGAN GANTUNG LAVENDER,PCS,20,380000.0
PHOTO-XHZ90,GEA Neonate Bilirubin Phototherapy XHZ-90,UNIT,2,11000000.0
PIGEON,BUBLBE CPAP WITH COMPRESSOR+TROLLEY+ACCESORRIES,UNIT,1,127027027.01
PIP,POST IT PLASTIK,BUAH,30,540000.0
