No Transaksi,Tanggal,Kode Pel.,Nama Pelanggan,Kode Item,Nama Item,Jumlah,Satuan,Harga,Potongan %,Total Item,Subtotal,Pajak,Total Akhir,Tahun,Bulan,Periode
0020/JL/0225,2025-02-06,PL-0001,RUMAH SAKIT YARSI,MASFP-8,SURGICAL GLOVE STERILE FREE POWDER 8 MAS,200,PCS,16000.0,10.0,2880000.0,24480000.0,2692800.0,27172800.0,2025,2,2025-02
0021/JL/0225,2025-02-11,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,30,PAK,350000.0,37.0,6615000.0,22039000.0,2424290.0,24463290.0,2025,2,2025-02
0021/JL/0225,2025-02-11,PL-0001,RUMAH SAKIT YARSI,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),20,PAK,480000.0,0.0,9600000.0,22039000.0,2424290.0,24463290.0,2025,2,2025-02
0021/JL/0225,2025-02-11,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",40,PAK,280000.0,48.0,5824000.0,22039000.0,2424290.0,24463290.0,2025,2,2025-02
0022/JL/0225,2025-02-14,PL-0001,RUMAH SAKIT YARSI,MK08-503B,STERILE SAFETY LANCET MK08-503B,30,BOX,180000.0,50.0,2700000.0,2700000.0,297000.0,2997000.0,2025,2,2025-02
0023/JL/0225,2025-02-14,PL-0001,RUMAH SAKIT YARSI,367856,"TUBE EDTA PLH 13X75, 3.0",20,BOX,276100.0,20.0,4417600.0,10014400.0,1101584.0,11115984.0,2025,2,2025-02
0023/JL/0225,2025-02-14,PL-0001,RUMAH SAKIT YARSI,367957,"TUBE SST II PLH 13X75, 3.5",20,BOX,349800.0,20.0,5596800.0,10014400.0,1101584.0,11115984.0,2025,2,2025-02
0026/JL/0225,2025-02-15,PL-0001,RUMAH SAKIT YARSI,LEVOTAB,LEVOPAR TAB,20,BOX,200000.0,0.0,4000000.0,4000000.0,440000.0,4440000.0,2025,2,2025-02
0027/JL/0225,2025-02-18,PL-0001,RUMAH SAKIT YARSI,OTO-L,OTORO LATEX FREE POWDER ''L'',100,BOX,75000.0,15.0,6375000.0,41437500.0,4558125.0,45995625.0,2025,2,2025-02
0027/JL/0225,2025-02-18,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',250,BOX,75000.0,15.0,15937500.0,41437500.0,4558125.0,45995625.0,2025,2,2025-02
0027/JL/0225,2025-02-18,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',300,BOX,75000.0,15.0,19125000.0,41437500.0,4558125.0,45995625.0,2025,2,2025-02
0028/JL/0225,2025-02-18,PL-0001,RUMAH SAKIT YARSI,OTRP-L,OTORO LATEX POWDER ''L'',30,BOX,73000.0,15.0,1861500.0,8066500.0,887315.0,8953815.0,2025,2,2025-02
0028/JL/0225,2025-02-18,PL-0001,RUMAH SAKIT YARSI,OTRP-M,OTORO LATEX POWDER ''M'',50,BOX,73000.0,15.0,3102500.0,8066500.0,887315.0,8953815.0,2025,2,2025-02
0028/JL/0225,2025-02-18,PL-0001,RUMAH SAKIT YARSI,OTRP-S,OTORO LATEX POWDER ''S'',50,BOX,73000.0,15.0,3102500.0,8066500.0,887315.0,8953815.0,2025,2,2025-02
0025/JL/0225,2025-02-25,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,30,PAK,350000.0,37.0,6615000.0,20583000.0,2264130.0,22847130.0,2025,2,2025-02
0025/JL/0225,2025-02-25,PL-0001,RUMAH SAKIT YARSI,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),20,PAK,480000.0,0.0,9600000.0,20583000.0,2264130.0,22847130.0,2025,2,2025-02
0025/JL/0225,2025-02-25,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",30,PAK,280000.0,48.0,4368000.0,20583000.0,2264130.0,22847130.0,2025,2,2025-02
0029/JL/0225,2025-02-28,PL-0081,RS JUANDA,CAN-NEO,FISHER & PAYKEL HEALTHCARE Optiflow Junior Nasal Cannula - Neonatal,1,PCS,2814500.0,10.0,2533050.0,2533050.0,278635.5,2811685.5,2025,2,2025-02
0030/JL/0225,2025-02-28,PL-0082,KLINIK MITRA SEHAT,ALKGP,AlleMed ECG/EKG PAPER 210mm x 295mm x 100sheets,2,PCS,350000.0,0.0,700000.0,700000.0,77000.0,777000.0,2025,2,2025-02
0031/JL/0325,2025-03-07,PL-0001,RUMAH SAKIT YARSI,SCTM,SUCTION CONNECTING TUBE MAS,200,PCS,40000.0,15.0,6800000.0,6800000.0,748000.0,7548000.0,2025,3,2025-03
0032/JL/0325,2025-03-07,PL-0001,RUMAH SAKIT YARSI,MK08-503B,STERILE SAFETY LANCET MK08-503B,40,BOX,190000.0,50.0,3800000.0,3800000.0,418000.0,4218000.0,2025,3,2025-03
0034/JL/0325,2025-03-07,PL-0001,RUMAH SAKIT YARSI,"NHKLP-7,5X7,5","Nusa Husada Kassa Lipat Polos 7,5cm x 7,5cm",30,PAK,280000.0,48.0,4368000.0,20583000.0,2264130.0,22847130.0,2025,3,2025-03
0034/JL/0325,2025-03-07,PL-0001,RUMAH SAKIT YARSI,NHKLR-10X10,Nusa Husada Kassa Lipat X-Ray 10cm x 10cm,30,PAK,350000.0,37.0,6615000.0,20583000.0,2264130.0,22847130.0,2025,3,2025-03
0034/JL/0325,2025-03-07,PL-0001,RUMAH SAKIT YARSI,NHKLR-5X5,Nusa Husada Kassa Lipat X-Ray 5cm x 5cm,20,PAK,480000.0,0.0,9600000.0,20583000.0,2264130.0,22847130.0,2025,3,2025-03
0035/JL/0325,2025-03-10,PL-0083,RSU EL-SYIFA,NHWC-211,Disposable Single Heated Wire Breathing Circuit Neonatal w/Chamber NHWC-211,3,PCS,1437500.0,0.0,4312500.0,4312500.0,474375.0,4786875.0,2025,3,2025-03
0036/JL/0325,2025-03-10,PL-0001,RUMAH SAKIT YARSI,MK08-565,MASKER MULTI ONE PLUS 3PLY EARLOOP,300,BOX,22522.53,0.0,6756759.0,6756759.0,743243.49,7500002.49,2025,3,2025-03
0037/JL/0325,2025-03-10,PL-0001,RUMAH SAKIT YARSI,OTO-L,OTORO LATEX FREE POWDER ''L'',100,BOX,75000.0,15.0,6375000.0,25500000.0,2805000.0,28305000.0,2025,3,2025-03
0037/JL/0325,2025-03-10,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',150,BOX,75000.0,15.0,9562500.0,25500000.0,2805000.0,28305000.0,2025,3,2025-03
0037/JL/0325,2025-03-10,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',150,BOX,75000.0,15.0,9562500.0,25500000.0,2805000.0,28305000.0,2025,3,2025-03
0033/JL/0325,2025-03-19,PL-0001,RUMAH SAKIT YARSI,367856,"TUBE EDTA PLH 13X75, 3.0",20,BOX,276100.0,20.0,4417600.0,10014400.0,1101584.0,11115984.0,2025,3,2025-03
0033/JL/0325,2025-03-19,PL-0001,RUMAH SAKIT YARSI,367957,"TUBE SST II PLH 13X75, 3.5",20,BOX,349800.0,20.0,5596800.0,10014400.0,1101584.0,11115984.0,2025,3,2025-03
0041/JL/0325,2025-03-19,PL-0001,RUMAH SAKIT YARSI,OTO-L,OTORO LATEX FREE POWDER ''L'',100,BOX,75000.0,15.0,6375000.0,26120500.0,2873255.0,28993755.0,2025,3,2025-03
0041/JL/0325,2025-03-19,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',150,BOX,75000.0,15.0,9562500.0,26120500.0,2873255.0,28993755.0,2025,3,2025-03
0041/JL/0325,2025-03-19,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',150,BOX,75000.0,15.0,9562500.0,26120500.0,2873255.0,28993755.0,2025,3,2025-03
0041/JL/0325,2025-03-19,PL-0001,RUMAH SAKIT YARSI,OTRP-S,OTORO LATEX POWDER ''S'',10,BOX,73000.0,15.0,620500.0,26120500.0,2873255.0,28993755.0,2025,3,2025-03
0042/JL/0325,2025-03-19,PL-0001,RUMAH SAKIT YARSI,MASFP-6.5,SURGICAL GLOVE STERILE FREE POWDER 6.5 MAS,400,PCS,16000.0,10.0,5760000.0,17280000.0,1900800.0,19180800.0,2025,3,2025-03
0042/JL/0325,2025-03-19,PL-0001,RUMAH SAKIT YARSI,MASFP-7,SURGICAL GLOVE STERILE FREE POWDER 7 MAS,400,PCS,16000.0,10.0,5760000.0,17280000.0,1900800.0,19180800.0,2025,3,2025-03
0042/JL/0325,2025-03-19,PL-0001,RUMAH SAKIT YARSI,MASFP-7.5,SURGICAL GLOVE STERILE FREE POWDER 7.5 MAS,400,PCS,16000.0,10.0,5760000.0,17280000.0,1900800.0,19180800.0,2025,3,2025-03
0043/JL/0325,2025-03-25,PL-0001,RUMAH SAKIT YARSI,MK08-503B,STERILE SAFETY LANCET MK08-503B,35,BOX,190000.0,50.0,3325000.0,3325000.0,365750.0,3690750.0,2025,3,2025-03
0044/JL/0325,2025-03-27,PL-0001,RUMAH SAKIT YARSI,OTO-L,OTORO LATEX FREE POWDER ''L'',50,BOX,75000.0,15.0,3187500.0,31875000.0,3506250.0,35381250.0,2025,3,2025-03
0044/JL/0325,2025-03-27,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',200,BOX,75000.0,15.0,12750000.0,31875000.0,3506250.0,35381250.0,2025,3,2025-03
0044/JL/0325,2025-03-27,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',250,BOX,75000.0,15.0,15937500.0,31875000.0,3506250.0,35381250.0,2025,3,2025-03
0045/JL/0325,2025-03-27,PL-0001,RUMAH SAKIT YARSI,"NHKLP-7,5X7,5","Nusa Husada Kassa Lipat Polos 7,5cm x 7,5cm",30,PAK,280000.0,48.0,4368000.0,18378000.0,2021580.0,20399580.0,2025,3,2025-03
0045/JL/0325,2025-03-27,PL-0001,RUMAH SAKIT YARSI,NHKLR-10X10,Nusa Husada Kassa Lipat X-Ray 10cm x 10cm,20,PAK,350000.0,37.0,4410000.0,18378000.0,2021580.0,20399580.0,2025,3,2025-03
0045/JL/0325,2025-03-27,PL-0001,RUMAH SAKIT YARSI,NHKLR-5X5,Nusa Husada Kassa Lipat X-Ray 5cm x 5cm,20,PAK,480000.0,0.0,9600000.0,18378000.0,2021580.0,20399580.0,2025,3,2025-03
0040/JL/0325,2025-04-09,PL-0086,PT INTI BIOS PERSADA,ACCTO,ADAPTOR TENSIMETER OMRON,4,PCS,150000.0,0.0,600000.0,6600000.0,726000.0,7326000.0,2025,4,2025-04
0040/JL/0325,2025-04-09,PL-0086,PT INTI BIOS PERSADA,SET-TAB0.5,SET TABUNG OKSIGEN 0.5 M3,8,SET,600000.0,0.0,4800000.0,6600000.0,726000.0,7326000.0,2025,4,2025-04
0040/JL/0325,2025-04-09,PL-0086,PT INTI BIOS PERSADA,TRO0.5,TROLLY OKSIGEN 0.5 M3,8,UNIT,150000.0,0.0,1200000.0,6600000.0,726000.0,7326000.0,2025,4,2025-04
0047/JL/0425,2025-04-11,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,50,PAK,350000.0,37.0,11025000.0,29449000.0,3239390.0,32688390.0,2025,4,2025-04
0047/JL/0425,2025-04-11,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",40,PAK,280000.0,48.0,5824000.0,29449000.0,3239390.0,32688390.0,2025,4,2025-04
0047/JL/0425,2025-04-11,PL-0001,RUMAH SAKIT YARSI,MK04-115,ELECTROSURGICAL PENCIL MK04-115,300,PCS,60000.0,30.0,12600000.0,29449000.0,3239390.0,32688390.0,2025,4,2025-04
0048/JL/0425,2025-04-14,PL-0001,RUMAH SAKIT YARSI,IOP-XS,ION PLUS LATEX FREE POWDER ''XS'',30,BOX,75000.0,15.0,1912500.0,1912500.0,210375.0,2122875.0,2025,4,2025-04
0049/JL/0425,2025-04-14,PL-0001,RUMAH SAKIT YARSI,MASFP-6.5,SURGICAL GLOVE STERILE FREE POWDER 6.5 MAS,800,PCS,16000.0,10.0,11520000.0,23040000.0,2534400.0,25574400.0,2025,4,2025-04
0049/JL/0425,2025-04-14,PL-0001,RUMAH SAKIT YARSI,MASFP-7,SURGICAL GLOVE STERILE FREE POWDER 7 MAS,800,PCS,16000.0,10.0,11520000.0,23040000.0,2534400.0,25574400.0,2025,4,2025-04
0050/JL/0425,2025-04-15,PL-0001,RUMAH SAKIT YARSI,MASFP-7.5,SURGICAL GLOVE STERILE FREE POWDER 7.5 MAS,800,PCS,16000.0,10.0,11520000.0,11520000.0,1267200.0,12787200.0,2025,4,2025-04
0051/JL/0425,2025-04-22,PL-0001,RUMAH SAKIT YARSI,367856,"TUBE EDTA PLH 13X75, 3.0",20,BOX,276100.0,15.0,4693700.0,13613600.0,1497496.0,15111096.0,2025,4,2025-04
0051/JL/0425,2025-04-22,PL-0001,RUMAH SAKIT YARSI,367957,"TUBE SST II PLH 13X75, 3.5",30,BOX,349800.0,15.0,8919900.0,13613600.0,1497496.0,15111096.0,2025,4,2025-04
0053/JL/0425,2025-04-25,PL-0001,RUMAH SAKIT YARSI,OTRP-M,OTORO LATEX POWDER ''M'',30,BOX,73000.0,15.0,1861500.0,4343500.0,477785.0,4821285.0,2025,4,2025-04
0053/JL/0425,2025-04-25,PL-0001,RUMAH SAKIT YARSI,OTRP-S,OTORO LATEX POWDER ''S'',40,BOX,73000.0,15.0,2482000.0,4343500.0,477785.0,4821285.0,2025,4,2025-04
0054/JL/0425,2025-04-29,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",50,PAK,280000.0,48.0,7280000.0,7280000.0,800800.0,8080800.0,2025,4,2025-04
0052/JL/0425,2025-05-08,PL-0001,RUMAH SAKIT YARSI,OTO-L,OTORO LATEX FREE POWDER ''L'',150,BOX,75000.0,15.0,9562500.0,38250000.0,4207500.0,42457500.0,2025,5,2025-05
0052/JL/0425,2025-05-08,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',200,BOX,75000.0,15.0,12750000.0,38250000.0,4207500.0,42457500.0,2025,5,2025-05
0052/JL/0425,2025-05-08,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',250,BOX,75000.0,15.0,15937500.0,38250000.0,4207500.0,42457500.0,2025,5,2025-05
0057/JL/0525,2025-05-08,PL-0001,RUMAH SAKIT YARSI,367856,"TUBE EDTA PLH 13X75, 3.0",20,BOX,276100.0,15.0,4693700.0,10640300.0,1170433.0,11810733.0,2025,5,2025-05
0057/JL/0525,2025-05-08,PL-0001,RUMAH SAKIT YARSI,367957,"TUBE SST II PLH 13X75, 3.5",20,BOX,349800.0,15.0,5946600.0,10640300.0,1170433.0,11810733.0,2025,5,2025-05
0059/JL/0525,2025-05-15,PL-0086,PT INTI BIOS PERSADA,SILICONE,Pad HECTING SUTURE SILICONE PAD 3 LAYERS,4,PCS,81081.0,0.0,324324.0,324324.0,35676.0,360000.0,2025,5,2025-05
0060/JL/0525,2025-05-15,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',200,BOX,75000.0,15.0,12750000.0,28687500.0,3155625.0,31843125.0,2025,5,2025-05
0060/JL/0525,2025-05-15,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',250,BOX,75000.0,15.0,15937500.0,28687500.0,3155625.0,31843125.0,2025,5,2025-05
0061/JL/0525,2025-05-20,PL-0001,RUMAH SAKIT YARSI,LGN-RTA,LUNGENE COVID-19 ANTIGEN RAPID TEST,20,BOX,310000.0,0.0,6200000.0,6200000.0,682000.0,6882000.0,2025,5,2025-05
0062/JL/0525,2025-05-21,PL-0075,PUSKESMAS REBAN,FD-AD51D,FETAL DOPPLER ONEHEALTH,1,UNIT,850000.0,0.0,850000.0,4700000.0,517000.0,5217000.0,2025,5,2025-05
0062/JL/0525,2025-05-21,PL-0075,PUSKESMAS REBAN,FD-BF600,FETAL DOPPLER BESTMAN BF600+,1,UNIT,3850000.0,0.0,3850000.0,4700000.0,517000.0,5217000.0,2025,5,2025-05
0063/JL/0525,2025-05-21,PL-0087,APOTEK AL-FATIH,DMETF1033T00,Metformin 500mg Tab@200's (HJ) 1,10,BOX,39369.0,0.0,393690.0,393690.0,43305.9,436995.9,2025,5,2025-05
0065/JL/0525,2025-05-22,PL-0001,RUMAH SAKIT YARSI,EGT,EMERGENCY TROLLEY,1,UNIT,2500000.0,0.0,2500000.0,2500000.0,275000.0,2775000.0,2025,5,2025-05
0066/JL/0525,2025-05-22,PL-0086,PT INTI BIOS PERSADA,HEM-RML31,MANSET OMRON HEM-RML31,3,BOX,162162.16,0.0,486486.48,486486.48,53513.0,539999.0,2025,5,2025-05
0067/JL/0525,2025-05-24,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,50,PAK,350000.0,37.0,11025000.0,18975000.0,2087250.0,21062250.0,2025,5,2025-05
0067/JL/0525,2025-05-24,PL-0001,RUMAH SAKIT YARSI,KLX-R,Kassa Lipat X-Ray 10cm x 10cm,20,PAK,530000.0,25.0,7950000.0,18975000.0,2087250.0,21062250.0,2025,5,2025-05
0069/JL/0525,2025-05-27,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,50,PAK,350000.0,37.0,11025000.0,23105000.0,2541550.0,25646550.0,2025,5,2025-05
0069/JL/0525,2025-05-27,PL-0001,RUMAH SAKIT YARSI,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),10,PAK,480000.0,0.0,4800000.0,23105000.0,2541550.0,25646550.0,2025,5,2025-05
0069/JL/0525,2025-05-27,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",50,PAK,280000.0,48.0,7280000.0,23105000.0,2541550.0,25646550.0,2025,5,2025-05
0070/JL/0525,2025-05-28,PL-0001,RUMAH SAKIT YARSI,OME40MGINJ,OMEPRAZOLE SODIUM MONOHYDRATE 40mg SERBUK INJ,60,BOX,555000.0,70.0,9990000.0,23490000.0,2583900.0,26073900.0,2025,5,2025-05
0070/JL/0525,2025-05-28,PL-0001,RUMAH SAKIT YARSI,PCT-INFUS,Paracetamol 1 G/100ml Infus TD,600,BOX,22500.0,0.0,13500000.0,23490000.0,2583900.0,26073900.0,2025,5,2025-05
0071/JL/0525,2025-05-28,PL-0089,PT. INTIBIOS MAKMUR,SYS-50,SYRINGE PUMP SYS 50 MEDCAPTAIN,1,UNIT,9909910.0,0.0,9909910.0,9909910.0,1090090.0,11000000.0,2025,5,2025-05
0072/JL/0525,2025-05-28,PL-0086,PT INTI BIOS PERSADA,SYS-70,INFUSION PUMP SYS 70 MEDCAPTAIN,1,UNIT,9909910.0,0.0,9909910.0,9909910.0,1090090.1,11000000.1,2025,5,2025-05
0073/JL/0625,2025-06-04,PL-0001,RUMAH SAKIT YARSI,MK08-503B,STERILE SAFETY LANCET MK08-503B,2,BOX,190000.0,50.0,190000.0,190000.0,20900.0,210900.0,2025,6,2025-06
0076/JL/0625,2025-06-05,PL-0001,RUMAH SAKIT YARSI,MK04-115,ELECTROSURGICAL PENCIL MK04-115,100,PCS,60000.0,30.0,4200000.0,4200000.0,462000.0,4662000.0,2025,6,2025-06
0078/JL/0625,2025-06-09,PL-0086,PT INTI BIOS PERSADA,ALR-A0909C,ALARM THERMOMETER DR GRAY A909C,1,UNIT,152657.66,0.0,152657.66,1298949.55,142884.45,1441834.0,2025,6,2025-06
0078/JL/0625,2025-06-09,PL-0086,PT INTI BIOS PERSADA,EL,RC-5+ ELITECH RC-5+ PDF TEMPERATURE DATA LOGGER,1,UNIT,616231.53,0.0,616231.53,1298949.55,142884.45,1441834.0,2025,6,2025-06
0078/JL/0625,2025-06-09,PL-0086,PT INTI BIOS PERSADA,FRZT-SENSI,FREEZE TAG SUHU SENSITECH,1,UNIT,530060.36,0.0,530060.36,1298949.55,142884.45,1441834.0,2025,6,2025-06
0074/JL/0625,2025-06-10,PL-0001,RUMAH SAKIT YARSI,OTO-L,OTORO LATEX FREE POWDER ''L'',100,BOX,75000.0,15.0,6375000.0,22312500.0,2454375.0,24766875.0,2025,6,2025-06
0074/JL/0625,2025-06-10,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',100,BOX,75000.0,15.0,6375000.0,22312500.0,2454375.0,24766875.0,2025,6,2025-06
0074/JL/0625,2025-06-10,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',150,BOX,75000.0,15.0,9562500.0,22312500.0,2454375.0,24766875.0,2025,6,2025-06
0080/JL/0625,2025-06-13,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',200,BOX,75000.0,15.0,12750000.0,30532000.0,3358520.0,33890520.0,2025,6,2025-06
0080/JL/0625,2025-06-13,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',240,BOX,75000.0,15.0,15300000.0,30532000.0,3358520.0,33890520.0,2025,6,2025-06
0080/JL/0625,2025-06-13,PL-0001,RUMAH SAKIT YARSI,OTRP-S,OTORO LATEX POWDER ''S'',40,BOX,73000.0,15.0,2482000.0,30532000.0,3358520.0,33890520.0,2025,6,2025-06
0082/JL/0625,2025-06-13,PL-0001,RUMAH SAKIT YARSI,MK04-115,ELECTROSURGICAL PENCIL MK04-115,200,PCS,60000.0,30.0,8400000.0,17803550.0,1958390.0,19761940.0,2025,6,2025-06
0082/JL/0625,2025-06-13,PL-0001,RUMAH SAKIT YARSI,MK09-231,LATEX FOLEY CATHETER 2-WAY FR16,200,PCS,15315.0,15.0,2603550.0,17803550.0,1958390.0,19761940.0,2025,6,2025-06
0082/JL/0625,2025-06-13,PL-0001,RUMAH SAKIT YARSI,SCTM,SUCTION CONNECTING TUBE MAS,200,PCS,40000.0,15.0,6800000.0,17803550.0,1958390.0,19761940.0,2025,6,2025-06
0079/JL/0625,2025-06-17,PL-0001,RUMAH SAKIT YARSI,367856,"TUBE EDTA PLH 13X75, 3.0",30,BOX,276100.0,15.0,7040550.0,15960450.0,1755650.0,17716100.0,2025,6,2025-06
0079/JL/0625,2025-06-17,PL-0001,RUMAH SAKIT YARSI,367957,"TUBE SST II PLH 13X75, 3.5",30,BOX,349800.0,15.0,8919900.0,15960450.0,1755650.0,17716100.0,2025,6,2025-06
0084/JL/0625,2025-06-17,PL-0086,PT INTI BIOS PERSADA,AU-GCU,Autocheck 3 in 1,1,UNIT,355000.0,0.0,355000.0,1897173.0,208689.03,2105862.03,2025,6,2025-06
0084/JL/0625,2025-06-17,PL-0086,PT INTI BIOS PERSADA,HEM-7120,TENSI DIGITAL OMRON HEM 7120,1,UNIT,542173.0,0.0,542173.0,1897173.0,208689.03,2105862.03,2025,6,2025-06
0084/JL/0625,2025-06-17,PL-0086,PT INTI BIOS PERSADA,STRD-2.0,Stetoskop Riester Duplex 2.0,1,UNIT,1000000.0,0.0,1000000.0,1897173.0,208689.03,2105862.03,2025,6,2025-06
0086/JL/0625,2025-06-18,PL-0001,RUMAH SAKIT YARSI,LEVOTAB,LEVOPAR TAB,30,BOX,200000.0,0.0,6000000.0,6000000.0,660000.0,6660000.0,2025,6,2025-06
0087/JL/0625,2025-06-18,PL-0001,RUMAH SAKIT YARSI,POT-URINENSH,Pot Urine Non-Sterile Tutup Hijau,500,PCS,2252.25,0.0,1126126.0,1126126.0,123873.86,1249999.86,2025,6,2025-06
0089/JL/0625,2025-06-18,PL-0086,PT INTI BIOS PERSADA,1374,Cetirizine HCl 10 mg TSS,4,BOX,43243.24,0.0,172972.96,655855.8200000001,72144.14,727999.96,2025,6,2025-06
0089/JL/0625,2025-06-18,PL-0086,PT INTI BIOS PERSADA,ELABD4,"ELASTIS BANDAGE 4inc (10cm x 4,5m)",8,BOX,19819.82,0.0,158558.56,655855.8200000001,72144.14,727999.96,2025,6,2025-06
0089/JL/0625,2025-06-18,PL-0086,PT INTI BIOS PERSADA,KIT-HANR500,KITARO HANDRUB 500ml,6,BTL,54054.05,0.0,324324.3,655855.8200000001,72144.14,727999.96,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,1218,Miconazole Nitrate Krim 2%,1,BOX,108225.0,0.0,108225.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,1374,Cetirizine HCl 10 mg TSS,2,BOX,93795.0,0.0,187590.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,1749,Lansoprazole 30mg Kapsul Lepas Tunda,2,BOX,74747.0,0.0,149494.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,220,Paracetamol 120 mg/5 ml Syr,5,BTL,5051.0,0.0,25255.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,268,Cefadroxil Monohydrate 500mg Kapsul Bernofarm,3,BOX,125397.0,0.0,376191.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,546,Cefadroxil Monohydrate 125mg/5ml Sirup Kering Bernofarm,5,BTL,10400.0,0.0,52000.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,615,Paracetamol 500 mg Kaplet,3,BOX,19502.0,0.0,58506.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,770,Flunarizine 10 mg Tab,2,BOX,207792.0,0.0,415584.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,926,Clindamycin HCl 300 mg Kapsul,1,BOX,130131.0,0.0,130131.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,ANTADO,Antasida Doen,2,BOX,21000.0,0.0,42000.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,CEFIX100,Cefixime Trihydrate 100mg Tss Bernofarm,3,BOX,97403.0,0.0,292209.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,DACYC1033T00,Acyclovir 400 mg Tablet 2,1,BOX,98088.0,0.0,98088.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,DAMOX1032L00,Amoxicillin Sirup 125 mg/60ml 2,5,BTL,6846.0,0.0,34230.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,DCAPT1007T00,"CAPTOPRILl 12,5 MG TAB 5",2,BOX,18759.0,0.0,37518.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
0083/JL/0625,2025-06-20,PL-0091,KLINIK FM,DKETO1028T00,Ketoconazole 200 mg Tab 1,1,BOX,32890.0,0.0,32890.0,2890551.0,286451.0,2890551.0,2025,6,2025-06
