No Transaksi,Tanggal,Kode Pel.,Nama Pelanggan,Kode Item,Nama Item,Jumlah,Satuan,Harga,Potongan %,Total Item,Subtotal,Pajak,Total Akhir,Tahun,Bulan,Periode
0004/JL/0224,2024-02-06,PL-0060,"PUSKESMAS MENTENG Jl. Pegangsaan Barat No.14, RT.16/RW.5, Menteng",MRP,1 INC MICROPORE 1 INCH,100,BOX,218378.38,0.0,21837838.0,21837838.0,2402162.0,24240000.0,2024,2,2024-02
0005/JL/0224,2024-02-06,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,AATC,ALAT AUTO CHECK,12,UNIT,220500.0,0.0,2646000.0,11298000.0,1242780.0,12540780.0,2024,2,2024-02
0005/JL/0224,2024-02-06,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,B-10,BISTURI NO 10 BBRAUN,10,BOX,367500.0,0.0,3675000.0,11298000.0,1242780.0,12540780.0,2024,2,2024-02
0005/JL/0224,2024-02-06,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,H2O2,H2O2,15,BTL,26250.0,0.0,393750.0,11298000.0,1242780.0,12540780.0,2024,2,2024-02
0005/JL/0224,2024-02-06,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,PTS-100,POT SALEP 100,150,PCS,1575.0,0.0,236250.0,11298000.0,1242780.0,12540780.0,2024,2,2024-02
0005/JL/0224,2024-02-06,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,PTS-50,POT SALEP 50 GRAM,4,PAK,36750.0,0.0,147000.0,11298000.0,1242780.0,12540780.0,2024,2,2024-02
0005/JL/0224,2024-02-06,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,RGR,REGULATOR,10,UNIT,168000.0,0.0,1680000.0,11298000.0,1242780.0,12540780.0,2024,2,2024-02
0005/JL/0224,2024-02-06,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,SGDA,Strip Gula Darah Auto Check,32,BOX,78750.0,0.0,2520000.0,11298000.0,1242780.0,12540780.0,2024,2,2024-02
0007/JL/0224,2024-02-13,PL-0051,PT. KAWAN LANGGENG,2121-0030,"INOCULATION LOOPS, FLEXIBLE, 1μL+INCORPORATED NEEDLE, ABS MATERIAL, NEUTRAL COLOR. 1PC/PEEL-PK, GAMMA STERILE",4,BOX,450000.0,0.0,1800000.0,3450000.0,379500.0,3829500.0,2024,2,2024-02
0007/JL/0224,2024-02-13,PL-0051,PT. KAWAN LANGGENG,2121-0034-02,"INOCULATION LOOPS, FLEXIBLE, 10μL+INCORPORATED NEEDLE, ABS MATERIAL, BLUE COLOR. 1PC/PEEL-PK, GAMMA STERILE",1,BOX,450000.0,0.0,450000.0,3450000.0,379500.0,3829500.0,2024,2,2024-02
0007/JL/0224,2024-02-13,PL-0051,PT. KAWAN LANGGENG,4330-0023,"Pipet Tips,eppendorf type,VOL.10μl,PP material,Natural color",1,CARTON,1200000.0,0.0,1200000.0,3450000.0,379500.0,3829500.0,2024,2,2024-02
0008/JL/0224,2024-02-15,PL-0001,RUMAH SAKIT YARSI,OTO-L,OTORO LATEX FREE POWDER ''L'',150,BOX,67567.57,0.0,10135135.5,40540542.0,4459459.62,45000001.62,2024,2,2024-02
0008/JL/0224,2024-02-15,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',200,BOX,67567.57,0.0,13513514.0,40540542.0,4459459.62,45000001.62,2024,2,2024-02
0008/JL/0224,2024-02-15,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',250,BOX,67567.57,0.0,16891892.5,40540542.0,4459459.62,45000001.62,2024,2,2024-02
0010/JL/0224,2024-02-28,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',300,BOX,67568.0,0.0,20270400.0,21910040.0,2410104.0,24320144.0,2024,2,2024-02
0010/JL/0224,2024-02-28,PL-0001,RUMAH SAKIT YARSI,SHMN-001,"SHAMROCK NITRILE EXAMINATION GLOVES POWDER FREE ""S""",20,BOX,81982.0,0.0,1639640.0,21910040.0,2410104.0,24320144.0,2024,2,2024-02
0011/JL/0324,2024-03-01,PL-0051,PT. KAWAN LANGGENG,4330-0012-02,"Blue Tips,Gilson/Universal type,VOL.1000μl,graduated at 100/250/500/100μl,PP BAG material",50,ZIP-LOCK,42500.0,0.0,2125000.0,2125000.0,233750.0,2358750.0,2024,3,2024-03
0012/JL/0324,2024-03-01,PL-0029,PT. FOKUS SAHABAT,2121-0034-02,"INOCULATION LOOPS, FLEXIBLE, 10μL+INCORPORATED NEEDLE, ABS MATERIAL, BLUE COLOR. 1PC/PEEL-PK, GAMMA STERILE",7,BOX,450000.0,0.0,3150000.0,5750000.0,632500.0,6382500.0,2024,3,2024-03
0012/JL/0324,2024-03-01,PL-0029,PT. FOKUS SAHABAT,4004-0105,"CYLINDRICAL TEST TUBE, PLAIN, VOL.3ML, 10X75MM, 0.8-1.0MM THICK, MEDIUM BOROSILICATE GLASS MATERIAL",4,CARTON,650000.0,0.0,2600000.0,5750000.0,632500.0,6382500.0,2024,3,2024-03
0009/JL/0324,2024-03-05,PL-0001,RUMAH SAKIT YARSI,VIEWER,POLY VIEWER POLY 069 DOUBLE (20 WATT SLIM) 069,1,UNIT,7540091.0,0.0,7540091.0,7540091.0,829410.0,8369501.0,2024,3,2024-03
0013/JL/0324,2024-03-05,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,BC-02,BENANG CROMIC 2/0,36,PCS,67568.0,0.0,2432448.0,3878378.0,426622.0,4305000.0,2024,3,2024-03
0013/JL/0324,2024-03-05,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,NC,NESCO COLESTEROL,5,BOX,135133.0,0.0,675665.0,3878378.0,426622.0,4305000.0,2024,3,2024-03
0013/JL/0324,2024-03-05,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,TS-02,T SILK 2/0 S25,3,BOX,256755.0,0.0,770265.0,3878378.0,426622.0,4305000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,ASO,ALKOHOL SWAB ONEMED,120,BOX,9009.0,0.0,1081080.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,ASS,ALKOHOL SWAB SENSI,120,BOX,13513.0,0.0,1621560.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,BS,BLOOD SET,6,BOX,256757.0,0.0,1540542.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,ISD-02,INFUS SET DEWASA,8,BOX,144145.0,0.0,1153160.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,IVC,22 IV CHATETER NO 22G,10,BOX,144145.0,0.0,1441450.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,IVC,24 IV CHATETER NO 24G,10,BOX,144145.0,0.0,1441450.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,LNP-BAYI,LARYNGOSKOP BAYI,1,UNIT,2927927.0,0.0,2927927.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,LPT,LAMPU TINDAKAN,1,UNIT,765762.0,0.0,765762.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,MX,6.5 MAXTER NO. 6.5,8,BOX,211712.0,0.0,1693696.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,MX,7 MAXTER NO. 7,8,BOX,211712.0,0.0,1693696.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,MX,8 MAXTER NO. 8,8,BOX,211712.0,0.0,1693696.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,PC,1.5 PCR 1.5 ONEMED,2,PAK,81099.0,0.0,162198.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,SP,25 SPINOCAN 25,2,BOX,788288.0,0.0,1576576.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0014/JL/0324,2024-03-05,PL-0064,PT. PUTRI EMAS PAPUA,SP,27 SPINOCAN 27,2,BOX,788288.0,0.0,1576576.0,20369369.0,2240631.0,22610000.0,2024,3,2024-03
0015/JL/0324,2024-03-19,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',200,BOX,67568.0,0.0,13513600.0,34729900.0,3820289.0,38550189.0,2024,3,2024-03
0015/JL/0324,2024-03-19,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',250,BOX,67568.0,0.0,16892000.0,34729900.0,3820289.0,38550189.0,2024,3,2024-03
0015/JL/0324,2024-03-19,PL-0001,RUMAH SAKIT YARSI,SHM-002,SHAMROCK LATEX POWDER ''S'',30,BOX,86486.0,0.0,2594580.0,34729900.0,3820289.0,38550189.0,2024,3,2024-03
0015/JL/0324,2024-03-19,PL-0001,RUMAH SAKIT YARSI,SHM-003,SHAMROCK LATEX POWDER ''M'',20,BOX,86486.0,0.0,1729720.0,34729900.0,3820289.0,38550189.0,2024,3,2024-03
0017/JL/0324,2024-03-21,PL-0001,RUMAH SAKIT YARSI,ATM-RTA,ALTAMED COVID-19 RAPID TEST KIT ANTIGEN @25 PCS,10,BOX,390000.0,0.0,3900000.0,3900000.0,429000.0,4329000.0,2024,3,2024-03
0016/JL/0324,2024-03-26,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,20,PAK,350000.0,37.0,4410000.0,17672000.0,1943920.0,19615920.0,2024,3,2024-03
0016/JL/0324,2024-03-26,PL-0001,RUMAH SAKIT YARSI,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),5,PAK,480000.0,0.0,2400000.0,17672000.0,1943920.0,19615920.0,2024,3,2024-03
0016/JL/0324,2024-03-26,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",20,PAK,280000.0,48.0,2912000.0,17672000.0,1943920.0,19615920.0,2024,3,2024-03
0016/JL/0324,2024-03-26,PL-0001,RUMAH SAKIT YARSI,KLX-R,Kassa Lipat X-Ray 10cm x 10cm,20,PAK,530000.0,25.0,7950000.0,17672000.0,1943920.0,19615920.0,2024,3,2024-03
0018/JL/0324,2024-03-26,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,20,PAK,350000.0,37.0,4410000.0,16922000.0,1861420.0,18783420.0,2024,3,2024-03
0018/JL/0324,2024-03-26,PL-0001,RUMAH SAKIT YARSI,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),20,PAK,480000.0,0.0,9600000.0,16922000.0,1861420.0,18783420.0,2024,3,2024-03
0018/JL/0324,2024-03-26,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",20,PAK,280000.0,48.0,2912000.0,16922000.0,1861420.0,18783420.0,2024,3,2024-03
0019/JL/0324,2024-03-27,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,KPMB,KERTAS PERKAMEN BIASA,12,PAK,10811.0,0.0,129732.0,5048652.0,555351.7,5604003.7,2024,3,2024-03
0019/JL/0324,2024-03-27,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,STCP-GC,STETOSCOP GENERAL CARE,12,PCS,49549.0,0.0,594588.0,5048652.0,555351.7,5604003.7,2024,3,2024-03
0019/JL/0324,2024-03-27,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,TMJG-M,TENSIMETER DIGITAL MICROLIFE,12,PCS,360361.0,0.0,4324332.0,5048652.0,555351.7,5604003.7,2024,3,2024-03
0020/JL/0324,2024-03-27,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,TABUNG,1 M3 TABUNG OKSIGEN 1 M3,10,UNIT,360360.0,0.0,3603600.0,10360360.0,1139639.6,11499999.6,2024,3,2024-03
0020/JL/0324,2024-03-27,PL-0061,PT. EKA DHARMA JL. RAYA MANDALA NO. 51 KARANG INDAH,TABUNG,1.5 M3 TABUNG OKSIGEN 1.5 M3,10,UNIT,675676.0,0.0,6756760.0,10360360.0,1139639.6,11499999.6,2024,3,2024-03
0022/JL/0424,2024-04-02,PL-0001,RUMAH SAKIT YARSI,OTO-L,OTORO LATEX FREE POWDER ''L'',150,BOX,67568.0,0.0,10135200.0,40540800.0,4459488.0,45000288.0,2024,4,2024-04
0022/JL/0424,2024-04-02,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',200,BOX,67568.0,0.0,13513600.0,40540800.0,4459488.0,45000288.0,2024,4,2024-04
0022/JL/0424,2024-04-02,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',250,BOX,67568.0,0.0,16892000.0,40540800.0,4459488.0,45000288.0,2024,4,2024-04
0023/JL/0424,2024-04-04,PL-0001,RUMAH SAKIT YARSI,ATM-RTA,ALTAMED COVID-19 RAPID TEST KIT ANTIGEN @25 PCS,10,BOX,390000.0,0.0,3900000.0,3900000.0,429000.0,4329000.0,2024,4,2024-04
0024/JL/0424,2024-04-05,PL-0052,"PUSKESMAS SENTUL JL. Pintu 3 Sirkuit Sentul, Kadumangu, Kec. Babakan",AC-S0.5,SHARP AC SHARP 0.5 PK,1,UNIT,3603604.0,0.0,3603604.0,3603604.0,396396.0,4000000.0,2024,4,2024-04
0026/JL/0424,2024-04-08,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',200,BOX,67568.0,0.0,13513600.0,30405600.0,3344616.0,33750216.0,2024,4,2024-04
0026/JL/0424,2024-04-08,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',250,BOX,67568.0,0.0,16892000.0,30405600.0,3344616.0,33750216.0,2024,4,2024-04
0027/JL/0424,2024-04-08,PL-0001,RUMAH SAKIT YARSI,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),20,PAK,480000.0,0.0,9600000.0,9600000.0,1056000.0,10656000.0,2024,4,2024-04
0025/JL/0424,2024-04-16,PL-0052,"PUSKESMAS SENTUL JL. Pintu 3 Sirkuit Sentul, Kadumangu, Kec. Babakan",AXIOO,AXIOO MYBOOK PRO L1 (8N5) MYBOOK,2,UNIT,6846847.0,0.0,13693694.0,13693694.0,1506306.3,15200000.3,2024,4,2024-04
0028/JL/0424,2024-04-17,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,20,PAK,350000.0,37.0,4410000.0,7322000.0,805420.0,8127420.0,2024,4,2024-04
0028/JL/0424,2024-04-17,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",20,PAK,280000.0,48.0,2912000.0,7322000.0,805420.0,8127420.0,2024,4,2024-04
0029/JL/0424,2024-04-17,PL-0001,RUMAH SAKIT YARSI,KLX-R,Kassa Lipat X-Ray 10cm x 10cm,20,PAK,530000.0,25.0,7950000.0,7950000.0,874500.0,8824500.0,2024,4,2024-04
0030/JL/0424,2024-05-07,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,30,PAK,350000.0,37.0,6615000.0,25383000.0,2792130.0,28175130.0,2024,5,2024-05
0030/JL/0424,2024-05-07,PL-0001,RUMAH SAKIT YARSI,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),30,PAK,480000.0,0.0,14400000.0,25383000.0,2792130.0,28175130.0,2024,5,2024-05
0030/JL/0424,2024-05-07,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",30,PAK,280000.0,48.0,4368000.0,25383000.0,2792130.0,28175130.0,2024,5,2024-05
0031/JL/0424,2024-05-07,PL-0001,RUMAH SAKIT YARSI,ATM-RTA,ALTAMED COVID-19 RAPID TEST KIT ANTIGEN @25 PCS,15,BOX,390000.0,0.0,5850000.0,5850000.0,643500.0,6493500.0,2024,5,2024-05
0032/JL/0424,2024-05-07,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,20,PAK,350000.0,37.0,4410000.0,16922000.0,1861420.0,18783420.0,2024,5,2024-05
0032/JL/0424,2024-05-07,PL-0001,RUMAH SAKIT YARSI,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),20,PAK,480000.0,0.0,9600000.0,16922000.0,1861420.0,18783420.0,2024,5,2024-05
0032/JL/0424,2024-05-07,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",20,PAK,280000.0,48.0,2912000.0,16922000.0,1861420.0,18783420.0,2024,5,2024-05
0033/JL/0524,2024-05-07,PL-0001,RUMAH SAKIT YARSI,KLX-R,Kassa Lipat X-Ray 10cm x 10cm,30,PAK,530000.0,25.0,11925000.0,11925000.0,1311750.0,13236750.0,2024,5,2024-05
0034/JL/0524,2024-05-14,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,30,PAK,350000.0,37.0,6615000.0,20583000.0,2264130.0,22847130.0,2024,5,2024-05
0034/JL/0524,2024-05-14,PL-0001,RUMAH SAKIT YARSI,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),20,PAK,480000.0,0.0,9600000.0,20583000.0,2264130.0,22847130.0,2024,5,2024-05
0034/JL/0524,2024-05-14,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",30,PAK,280000.0,48.0,4368000.0,20583000.0,2264130.0,22847130.0,2024,5,2024-05
0035/JL/0524,2024-05-14,PL-0001,RUMAH SAKIT YARSI,KLP-5X5,Kassa Lipat Polos 5cm x 5cm (400 pcs),30,PAK,480000.0,0.0,14400000.0,14400000.0,1584000.0,15984000.0,2024,5,2024-05
0036/JL/0524,2024-05-14,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",30,PAK,280000.0,48.0,4368000.0,4368000.0,480480.0,4848480.0,2024,5,2024-05
0037/JL/0524,2024-05-21,PL-0001,RUMAH SAKIT YARSI,OTO-L,OTORO LATEX FREE POWDER ''L'',150,BOX,75000.0,15.0,9562500.0,28687500.0,3155625.0,31843125.0,2024,5,2024-05
0037/JL/0524,2024-05-21,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',150,BOX,75000.0,15.0,9562500.0,28687500.0,3155625.0,31843125.0,2024,5,2024-05
0037/JL/0524,2024-05-21,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',150,BOX,75000.0,15.0,9562500.0,28687500.0,3155625.0,31843125.0,2024,5,2024-05
0040/JL/0524,2024-05-22,PL-0066,PUSKESMAS CIJAYANTI,EPSN-L3210,PRINTER EPSON L3210,2,UNIT,3378379.0,0.0,6756758.0,6756758.0,743243.4,7500001.4,2024,5,2024-05
0045/JL/0524,2024-05-28,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',250,BOX,75000.0,15.0,15937500.0,35062500.0,3856875.0,38919375.0,2024,5,2024-05
0045/JL/0524,2024-05-28,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',300,BOX,75000.0,15.0,19125000.0,35062500.0,3856875.0,38919375.0,2024,5,2024-05
0042/JL/0524,2024-06-01,PL-0024,"PUSKESMAS CICANGKAL Jl. Raya Sukamanah, Taman Sari, Kec. Rumpin",SDHVSA470,SINAR DUNIA KERTAS HVS A4 70 GR,12,RIM,63063.0,0.0,756756.0,4972980.0,547027.8,5520007.8,2024,6,2024-06
0042/JL/0524,2024-06-01,PL-0024,"PUSKESMAS CICANGKAL Jl. Raya Sukamanah, Taman Sari, Kec. Rumpin",SDHVSA480,SINAR DUNIA KERTAS HVS A4 80 GR,24,RIM,66667.0,0.0,1600008.0,4972980.0,547027.8,5520007.8,2024,6,2024-06
0042/JL/0524,2024-06-01,PL-0024,"PUSKESMAS CICANGKAL Jl. Raya Sukamanah, Taman Sari, Kec. Rumpin",SDHVSF470,SINAR DUNIA KERTAS HVS F4 70 GR,12,RIM,66666.0,0.0,799992.0,4972980.0,547027.8,5520007.8,2024,6,2024-06
0042/JL/0524,2024-06-01,PL-0024,"PUSKESMAS CICANGKAL Jl. Raya Sukamanah, Taman Sari, Kec. Rumpin",SDHVSF480,SINAR DUNIA KERTAS HVS F4 80 GR,24,RIM,75676.0,0.0,1816224.0,4972980.0,547027.8,5520007.8,2024,6,2024-06
0039/JL/0524,2024-06-03,PL-0079,DINKES KAB BENGKULU,VGEN-10,GENSET VGEN 10 KVA,1,SET,87387388.0,0.0,87387388.0,87387388.0,9612612.7,97000000.7,2024,6,2024-06
0046/JL/0624,2024-06-04,PL-0001,RUMAH SAKIT YARSI,ATM-RTA,ALTAMED COVID-19 RAPID TEST KIT ANTIGEN @25 PCS,10,BOX,390000.0,0.0,3900000.0,3900000.0,429000.0,4329000.0,2024,6,2024-06
0043/JL/0624,2024-06-08,PL-0023,"PUSKESMAS TENJOLAYA Jl. Abdul Fatah, RT.21/RW.05, Cinangneng, Kec.",ABNREGAL+,ABN Regal Plus Mobile Clock Aneroid Sphygmomanometer,3,UNIT,4909910.0,0.0,14729730.0,18108108.0,1991891.9,20099999.9,2024,6,2024-06
0043/JL/0624,2024-06-08,PL-0023,"PUSKESMAS TENJOLAYA Jl. Abdul Fatah, RT.21/RW.05, Cinangneng, Kec.",HCG,SET HECTING,2,SET,450450.0,0.0,900900.0,18108108.0,1991891.9,20099999.9,2024,6,2024-06
0043/JL/0624,2024-06-08,PL-0023,"PUSKESMAS TENJOLAYA Jl. Abdul Fatah, RT.21/RW.05, Cinangneng, Kec.",TRL,2 TROLY 2 SUSUN STAINLESS,1,UNIT,2477478.0,0.0,2477478.0,18108108.0,1991891.9,20099999.9,2024,6,2024-06
0044/JL/0624,2024-06-08,PL-0023,"PUSKESMAS TENJOLAYA Jl. Abdul Fatah, RT.21/RW.05, Cinangneng, Kec.",SZYM5L,STERIZYME DUAL ENZYMATIC DETERGENT 5 L,5,DRIGEN,1657658.0,0.0,8288290.0,9369370.0,1030630.7,10400000.7,2024,6,2024-06
0044/JL/0624,2024-06-08,PL-0023,"PUSKESMAS TENJOLAYA Jl. Abdul Fatah, RT.21/RW.05, Cinangneng, Kec.",TC-HANDSOAP,TWIN CARE HANDSOAP AROMA KEMASAN 5 LITER,10,DRIGEN,108108.0,0.0,1081080.0,9369370.0,1030630.7,10400000.7,2024,6,2024-06
0047/JL/0624,2024-06-11,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,20,PAK,350000.0,37.0,4410000.0,8778000.0,965580.0,9743580.0,2024,6,2024-06
0047/JL/0624,2024-06-11,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",30,PAK,280000.0,48.0,4368000.0,8778000.0,965580.0,9743580.0,2024,6,2024-06
0050/JL/0624,2024-06-14,PL-0002,PUSKESMAS SUKARAJA,PO-4X6,PLASTIK OBAT UKURAN 4X6 CM,3500,PAK,2513.0,0.0,8795500.0,8795500.0,967505.0,9763005.0,2024,6,2024-06
0051/JL/0624,2024-06-14,PL-0002,PUSKESMAS SUKARAJA,TPTS240,TEMPAT SAMPAH 240L,1,UNIT,1468468.0,0.0,1468468.0,4853328.0,533866.1,5387194.1,2024,6,2024-06
0051/JL/0624,2024-06-14,PL-0002,PUSKESMAS SUKARAJA,TPTSI20,Tempat Sampah Injak 20 Liter,20,UNIT,169243.0,0.0,3384860.0,4853328.0,533866.1,5387194.1,2024,6,2024-06
0048/JL/0624,2024-06-20,PL-0001,RUMAH SAKIT YARSI,OTO-L,OTORO LATEX FREE POWDER ''L'',150,BOX,75000.0,15.0,9562500.0,44625000.0,4908750.0,49533750.0,2024,6,2024-06
0048/JL/0624,2024-06-20,PL-0001,RUMAH SAKIT YARSI,OTO-M,OTORO LATEX FREE POWDER ''M'',250,BOX,75000.0,15.0,15937500.0,44625000.0,4908750.0,49533750.0,2024,6,2024-06
0048/JL/0624,2024-06-20,PL-0001,RUMAH SAKIT YARSI,OTR-S,OTORO LATEX FREE POWDER ''S'',300,BOX,75000.0,15.0,19125000.0,44625000.0,4908750.0,49533750.0,2024,6,2024-06
0052/JL/0624,2024-06-20,PL-0067,DINAS KESEHATAN KAB JL. ABDUL HAMID TIGARAKSA KAB. TANGERANG,PSE,OXA PULSE OXYMETER ANAK,2,PCS,567568.0,0.0,1135136.0,2270272.0,124865.0,1260001.0,2024,6,2024-06
0052/JL/0624,2024-06-20,PL-0067,DINAS KESEHATAN KAB JL. ABDUL HAMID TIGARAKSA KAB. TANGERANG,PSE,OXA PULSE OXYMETER ANAK,2,PCS,567568.0,0.0,1135136.0,2270272.0,124865.0,1260001.0,2024,6,2024-06
0053/JL/0624,2024-06-20,PL-0001,RUMAH SAKIT YARSI,KLP-10X10,Kassa Lipat Polos 10cm x 10cm,30,PAK,350000.0,37.0,6615000.0,9527000.0,1047970.0,10574970.0,2024,6,2024-06
0053/JL/0624,2024-06-20,PL-0001,RUMAH SAKIT YARSI,"KLP-7,5X7,5","Kassa Lipat Polos 7,5cm x 7,5cm",20,PAK,280000.0,48.0,2912000.0,9527000.0,1047970.0,10574970.0,2024,6,2024-06
0049/JL/0624,2024-06-25,PL-0066,PUSKESMAS CIJAYANTI,CITJC,"CITOJECT SYRINGE 1,8ml",1,BOX,5675676.0,0.0,5675676.0,5675676.0,624324.4,6300000.4,2024,6,2024-06
0049/JL/0624,2024-06-25,PL-0066,PUSKESMAS CIJAYANTI,LA-H19SL,LEMARI ARSIP H19 SL,1,UNIT,0.0,0.0,0.0,5675676.0,624324.4,6300000.4,2024,6,2024-06
0049/JL/0624,2024-06-25,PL-0066,PUSKESMAS CIJAYANTI,MICROP,5-50 MICROPIPET ADJ 5-50,1,BOX,0.0,0.0,0.0,5675676.0,624324.4,6300000.4,2024,6,2024-06
0049/JL/0624,2024-06-25,PL-0066,PUSKESMAS CIJAYANTI,MICROP,100- MICROPIPET ADJ 100-1000 10000,1,BOX,0.0,0.0,0.0,5675676.0,624324.4,6300000.4,2024,6,2024-06
